sp,mid,ask_5,ask_4,ask_3,ask_2,ask_1,bid_1,bid_2,bid_3,bid_4,bid_5
0.62,98.38,1,1,1,1,1,1,1,1,1,1
0.62,98.3,1,1,1,1,1,1,1,1,1,1
0.62,98.28,1,1,1,1,1,1,1,1,1,1
0.62,98.38,1,1,1,1,1,1,1,1,1,1
-98.07,49.035,0,0,0,0,0,1,1,0,0,0
0.66,98.47,0,0,0,1,1,1,1,1,1,1
0.64,98.46,1,1,1,1,1,1,1,1,1,0
0.62,98.45,1,1,1,1,1,1,1,1,1,1
-98.14,49.07,0,0,0,0,0,1,1,1,1,1
0.62,98.55,1,1,1,1,1,1,1,1,1,1
0.64,98.56,0,1,1,1,1,1,1,1,1,1
-98.26,49.13,0,0,0,0,0,1,1,1,1,1
0.68,98.64,1,1,1,1,1,1,1,0,0,0
0.62,98.61,1,1,1,1,1,1,1,1,1,1
0.66,98.59,1,1,1,1,1,1,1,1,0,0
98.92,49.46,0,0,0,1,1,0,0,0,0,0
0.64,98.56,1,1,1,1,1,1,1,1,1,0
0.64,98.56,1,1,1,1,1,1,1,1,1,0
0.64,98.56,0,0,1,1,1,1,1,1,1,0
0.62,98.49,1,1,1,1,1,1,1,1,1,1
0.62,98.49,1,1,1,1,1,1,1,1,1,1
0.66,98.43,1,1,1,1,1,1,1,1,0,0
0.62,98.36,1,1,1,1,1,1,1,1,1,1
0.64,98.37,0,1,1,1,1,1,1,1,1,1
0.62,98.48,1,1,1,1,1,1,1,1,1,1
0.62,98.48,1,1,1,1,1,1,1,1,1,1
0.66,98.46,0,0,0,1,1,1,1,1,0,0
0.69,98.475,0,0,0,0,1,1,1,1,1,1
0.69,98.475,1,1,1,1,1,1,0,0,0,0
0.64,98.43,1,1,1,1,1,1,1,1,1,0
0.62,98.42,1,1,1,1,1,1,1,1,1,1
0.62,98.48,1,1,1,1,1,1,1,1,1,1
0.62,98.57,1,1,1,1,1,1,1,1,1,1
0.63,98.535,1,1,1,1,1,1,1,1,1,1
0.62,98.57,1,1,1,1,1,1,1,1,1,1
0.68,98.54,1,1,1,1,1,1,1,0,0,0
0.63,98.515,1,1,1,1,1,1,1,1,1,1
0.7,98.48,0,0,0,1,1,1,0,0,0,0
0.64,98.43,1,1,1,1,1,1,1,1,1,0
0.66,98.44,0,0,1,1,1,1,1,1,1,1
0.7,98.5,0,0,0,0,1,1,1,1,1,1
0.65,98.545,0,1,1,1,1,1,1,1,1,1
0.64,98.56,0,1,1,1,1,1,1,1,1,1
0.62,98.57,1,1,1,1,1,1,1,1,1,1
0.62,98.59,1,1,1,1,1,1,1,1,1,1
0.62,98.65,1,1,1,1,1,1,1,1,1,1
0.62,98.59,0,0,1,1,1,1,1,1,1,1
-98.28,49.14,0,0,0,0,0,1,1,1,1,0
0.66,98.71,0,0,1,1,1,1,1,1,1,1
0.62,98.73,1,1,1,1,1,1,1,1,1,1
0.62,98.67,1,1,1,1,1,1,1,1,1,1
98.98,49.49,1,1,1,1,1,0,0,0,0,0
0.63,98.575,1,1,1,1,1,1,1,1,1,1
0.66,98.59,0,0,1,1,1,1,1,1,1,1
0.62,98.61,1,1,1,1,1,1,1,1,1,1
0.62,98.52,1,1,1,1,1,1,1,1,1,1
0.62,98.54,1,1,1,1,1,1,1,1,1,1
0.66,98.56,0,0,0,1,1,1,1,1,1,1
0.64,98.57,1,1,1,1,1,1,1,1,1,0
0.68,98.59,0,0,0,1,1,1,1,1,1,1
0.63,98.615,1,1,1,1,1,1,1,1,1,1
0.62,98.54,1,1,1,1,1,1,1,1,1,1
0.62,98.44,1,1,1,1,1,1,1,1,1,1
0.62,98.54,1,1,1,1,1,1,1,1,1,1
0.63,98.595,1,1,1,1,1,1,1,1,1,1
0.7,98.63,0,0,0,0,1,1,1,1,1,1
-98.36,49.18,0,0,0,0,0,1,1,1,1,1
0.62,98.77,1,1,1,1,1,1,1,1,1,1
99.08,49.54,0,1,1,1,1,0,0,0,0,0
98.99,49.495,1,1,1,1,1,0,0,0,0,0
0.7,98.54,1,1,1,1,1,1,0,0,0,0
0.7,98.46,1,1,1,1,1,1,0,0,0,0
0.68,98.45,0,0,0,1,1,1,1,1,1,1
0.62,98.48,1,1,1,1,1,1,1,1,1,1
0.62,98.46,1,1,1,1,1,1,1,1,1,1
0.62,98.44,1,1,1,1,1,1,1,1,1,1
0.62,98.46,1,1,1,1,1,1,1,1,1,1
-98.15,49.075,0,0,0,0,0,1,1,1,0,0
0.68,98.57,0,0,0,1,1,1,1,1,1,1
0.62,98.58,1,1,1,1,1,1,1,1,1,1
0.64,98.59,0,1,1,1,1,1,1,1,1,1
0.7,98.58,1,1,1,1,1,1,0,0,0,0
0.66,98.56,0,0,1,1,1,1,1,1,1,1
0.7,98.62,0,0,0,0,1,1,1,1,1,1
0.66,98.68,0,0,1,1,1,1,1,1,1,1
0.63,98.695,1,1,1,1,1,1,1,1,1,1
0.62,98.62,1,1,1,1,1,1,1,1,1,1
0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.66,98.54,1,1,1,1,1,1,1,1,0,0
0.7,98.48,1,1,1,1,1,1,0,0,0,0
0.62,98.44,1,1,1,1,1,1,1,1,1,1
0.62,98.52,1,1,1,1,1,1,1,1,1,1
0.62,98.54,1,1,1,1,1,1,1,1,1,1
0.62,98.6,1,1,1,1,1,1,1,1,1,1
0.7,98.56,1,1,1,1,1,1,0,0,0,0
0.7,98.56,0,0,0,0,1,1,1,1,1,1
0.62,98.6,1,1,1,1,1,1,1,1,1,1
0.62,98.6,1,1,1,1,1,1,1,1,1,1
-98.29,49.145,0,0,0,0,0,1,1,0,0,0
-98.35,49.175,0,0,0,0,0,1,0,0,0,0
0.65,98.785,0,1,1,1,1,1,1,1,1,1
0.67,98.775,1,1,1,1,1,1,1,1,0,0
0.65,98.745,1,1,1,1,1,1,1,1,1,0
0.63,98.735,1,1,1,1,1,1,1,1,1,1
0.62,98.68,1,1,1,1,1,1,1,1,1,1
0.62,98.64,1,1,1,1,1,1,1,1,1,1
0.62,98.7,1,1,1,1,1,1,1,1,1,1
0.66,98.72,0,0,1,1,1,1,1,1,1,1
0.71,98.775,0,0,0,0,1,1,1,1,1,1
0.63,98.815,1,1,1,1,1,1,1,1,1,1
0.67,98.795,1,1,1,1,1,1,1,1,0,0
-98.46,49.23,0,0,0,0,0,1,1,1,1,1
0.68,98.9,0,0,0,1,1,1,1,1,1,1
0.64,98.94,0,1,1,1,1,1,1,1,1,1
99.26,49.63,1,1,1,1,1,0,0,0,0,0
0.63,98.855,1,1,1,1,1,1,1,1,1,1
0.62,98.91,1,1,1,1,1,1,1,1,1,1
0.62,98.99,1,1,1,1,1,1,1,1,1,1
-98.72,49.36,0,0,0,0,0,1,0,0,0,0
0.66,99.01,0,0,0,1,1,1,1,1,0,0
0.66,99.01,0,0,1,1,1,1,1,1,1,1
0.62,99.03,1,1,1,1,1,1,1,1,1,1
0.62,99.05,1,1,1,1,1,1,1,1,1,1
0.66,99.07,0,0,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
0.62,99.15,1,1,1,1,1,1,1,1,1,1
99.36,49.68,1,1,1,1,1,0,0,0,0,0
99.27,49.635,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
99.17,49.585,1,1,1,1,1,0,0,0,0,0
99.07,49.535,1,1,1,1,1,0,0,0,0,0
98.97,49.485,1,1,1,1,1,0,0,0,0,0
98.87,49.435,1,1,1,1,1,0,0,0,0,0
98.77,49.385,1,1,1,1,1,0,0,0,0,0
98.68,49.34,1,1,1,1,1,0,0,0,0,0
98.58,49.29,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
98.48,49.24,0,0,1,1,1,0,0,0,0,0
98.38,49.19,1,1,1,1,1,0,0,0,0,0
98.29,49.145,1,1,1,1,1,0,0,0,0,0
98.19,49.095,1,1,1,1,1,0,0,0,0,0
98.09,49.045,1,1,1,1,1,0,0,0,0,0
98.0,49.0,1,1,1,1,1,0,0,0,0,0
97.9,48.95,1,1,1,1,1,0,0,0,0,0
97.8,48.9,1,1,1,1,1,0,0,0,0,0
97.8,48.9,0,0,1,1,1,0,0,0,0,0
97.71,48.855,1,1,1,1,1,0,0,0,0,0
97.61,48.805,1,1,1,1,1,0,0,0,0,0
97.51,48.755,1,1,1,1,1,0,0,0,0,0
97.42,48.71,1,1,1,1,1,0,0,0,0,0
97.32,48.66,1,1,1,1,1,0,0,0,0,0
97.23,48.615,1,1,1,1,1,0,0,0,0,0
97.13,48.565,1,1,1,1,1,0,0,0,0,0
97.04,48.52,1,1,1,1,1,0,0,0,0,0
97.04,48.52,0,0,1,1,1,0,0,0,0,0
96.94,48.47,1,1,1,1,1,0,0,0,0,0
96.85,48.425,1,1,1,1,1,0,0,0,0,0
96.75,48.375,1,1,1,1,1,0,0,0,0,0
96.66,48.33,1,1,1,1,1,0,0,0,0,0
96.56,48.28,1,1,1,1,1,0,0,0,0,0
96.47,48.235,1,1,1,1,1,0,0,0,0,0
96.37,48.185,1,1,1,1,1,0,0,0,0,0
96.37,48.185,0,1,1,1,1,0,0,0,0,0
96.28,48.14,1,1,1,1,1,0,0,0,0,0
96.18,48.09,1,1,1,1,1,0,0,0,0,0
96.09,48.045,1,1,1,1,1,0,0,0,0,0
96.0,48.0,1,1,1,1,1,0,0,0,0,0
95.9,47.95,1,1,1,1,1,0,0,0,0,0
95.81,47.905,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
95.72,47.86,1,1,1,1,1,0,0,0,0,0
95.62,47.81,1,1,1,1,1,0,0,0,0,0
95.53,47.765,1,1,1,1,1,0,0,0,0,0
95.44,47.72,1,1,1,1,1,0,0,0,0,0
95.34,47.67,1,1,1,1,1,0,0,0,0,0
95.25,47.625,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
95.07,47.535,1,1,1,1,1,0,0,0,0,0
94.97,47.485,1,1,1,1,1,0,0,0,0,0
94.88,47.44,1,1,1,1,1,0,0,0,0,0
94.79,47.395,1,1,1,1,1,0,0,0,0,0
94.7,47.35,1,1,1,1,1,0,0,0,0,0
94.61,47.305,1,1,1,1,1,0,0,0,0,0
94.62,47.31,0,0,0,0,1,0,0,0,0,0
94.51,47.255,1,1,1,1,1,0,0,0,0,0
94.42,47.21,1,1,1,1,1,0,0,0,0,0
94.33,47.165,1,1,1,1,1,0,0,0,0,0
94.24,47.12,1,1,1,1,1,0,0,0,0,0
94.15,47.075,1,1,1,1,1,0,0,0,0,0
94.06,47.03,1,1,1,1,1,0,0,0,0,0
93.97,46.985,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
93.88,46.94,1,1,1,1,1,0,0,0,0,0
93.79,46.895,1,1,1,1,1,0,0,0,0,0
93.7,46.85,1,1,1,1,1,0,0,0,0,0
93.61,46.805,1,1,1,1,1,0,0,0,0,0
93.51,46.755,1,1,1,1,1,0,0,0,0,0
93.42,46.71,1,1,1,1,1,0,0,0,0,0
93.42,46.71,0,1,1,1,1,0,0,0,0,0
93.33,46.665,1,1,1,1,1,0,0,0,0,0
93.25,46.625,1,1,1,1,1,0,0,0,0,0
93.16,46.58,1,1,1,1,1,0,0,0,0,0
93.07,46.535,1,1,1,1,1,0,0,0,0,0
92.98,46.49,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
92.8,46.4,1,1,1,1,1,0,0,0,0,0
92.8,46.4,0,0,0,0,1,0,0,0,0,0
92.71,46.355,1,1,1,1,1,0,0,0,0,0
92.62,46.31,1,1,1,1,1,0,0,0,0,0
92.53,46.265,1,1,1,1,1,0,0,0,0,0
92.44,46.22,1,1,1,1,1,0,0,0,0,0
92.35,46.175,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
92.27,46.135,1,1,1,1,1,0,0,0,0,0
92.18,46.09,1,1,1,1,1,0,0,0,0,0
92.09,46.045,1,1,1,1,1,0,0,0,0,0
92.0,46.0,1,1,1,1,1,0,0,0,0,0
91.91,45.955,1,1,1,1,1,0,0,0,0,0
91.83,45.915,1,1,1,1,1,0,0,0,0,0
91.74,45.87,0,0,0,0,1,0,0,0,0,0
91.74,45.87,0,1,1,1,1,0,0,0,0,0
91.65,45.825,1,1,1,1,1,0,0,0,0,0
91.56,45.78,1,1,1,1,1,0,0,0,0,0
91.48,45.74,1,1,1,1,1,0,0,0,0,0
91.39,45.695,1,1,1,1,1,0,0,0,0,0
91.3,45.65,1,1,1,1,1,0,0,0,0,0
91.21,45.605,1,1,1,1,1,0,0,0,0,0
0.0,0.0,0,0,0,0,0,0,0,0,0,0
91.13,45.565,0,1,1,1,1,0,0,0,0,0
91.04,45.52,1,1,1,1,1,0,0,0,0,0
90.96,45.48,1,1,1,1,1,0,0,0,0,0
90.87,45.435,1,1,1,1,1,0,0,0,0,0
90.78,45.39,1,1,1,1,1,0,0,0,0,0
90.7,45.35,1,1,1,1,1,0,0,0,0,0
0.6,90.31,1,1,1,1,1,1,1,1,0,0
0.57,90.295,0,0,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
